MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup
2026-07-16;USA_USLLeagueOne;Chattanooga Red Wolves;AV Alta;54.12;MEDIA;23;2026-07-15;Ranking gap: 0.402 | Attacco casa: 1.83/gara | Difesa trasferta subisce: 1.12/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.50;8.04;18.33;;;11.25;9.0;7.5;;;;2.0.0;USA_USLLeagueOne;USA_USLLeagueOne;
2026-07-16;Estonia_Esiliiga;Viimsi JK;Elva;52.92;MEDIA;22;2026-07-15;Ranking gap: 0.074 | Attacco casa: 1.87/gara | Difesa trasferta subisce: 1.78/gara | Over25 casa ultime10: 0.40 | Over25 trasferta ultime10: 0.60;1.48;18.67;;;17.78;6.0;9.0;;;;2.0.0;Estonia_Esiliiga;Estonia_Esiliiga;
2026-07-16;USA_USLLeagueOne;One Knoxville;Fort Wayne;52.14;MEDIA;23;2026-07-15;Ranking gap: 0.350 | Attacco casa: 1.86/gara | Difesa trasferta subisce: 0.86/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.40;7.0;18.57;;;8.57;12.0;6.0;;;;2.0.0;USA_USLLeagueOne;USA_USLLeagueOne;
2026-07-16;Norway_Eliteserien;Vålerenga;Aalesund;47.59;MEDIA;20;2026-07-15;Ranking gap: 0.021 | Attacco casa: 1.08/gara | Difesa trasferta subisce: 1.83/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.70;0.42;10.83;;;18.33;7.5;10.5;;;;2.0.0;Norway_Eliteserien;Norway_Eliteserien;
2026-07-16;Bolivia_DivisionProfesional;The Strongest;Oriente Petrolero;47.3;MEDIA;13;2026-07-15;Ranking gap: 0.115 | Attacco casa: 1.62/gara | Difesa trasferta subisce: 1.38/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.50;2.3;16.25;;;13.75;7.5;7.5;;;;2.0.0;Bolivia_DivisionProfesional;Bolivia_DivisionProfesional;
2026-07-16;Somalia_NationalLeague;Jeenyo;Heegan;47.26;MEDIA;23;2026-07-15;Ranking gap: 0.363 | Attacco casa: 1.67/gara | Difesa trasferta subisce: 0.83/gara | Over25 casa ultime10: 0.30 | Over25 trasferta ultime10: 0.70;7.26;16.67;;;8.33;4.5;10.5;;;;2.0.0;Somalia_NationalLeague;Somalia_NationalLeague;
2026-07-16;USA_MLSNextPro_EasternConference_NortheastDivision;New England Revolution II;Columbus Crew 2;47.24;MEDIA;21;2026-07-15;Ranking gap: 0.044 | Attacco casa: 1.29/gara | Difesa trasferta subisce: 1.25/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.80;0.88;12.86;;;12.5;9.0;12.0;;;;2.0.0;USA_MLSNextPro_EasternConference_NortheastDivision;USA_MLSNextPro_EasternConference_NortheastDivision;
2026-07-16;Kazakhstan_FirstLeague;Arys;Turan;45.6;MEDIA;23;2026-07-15;Ranking gap: 0.230 | Attacco casa: 1.15/gara | Difesa trasferta subisce: 0.85/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;4.6;11.54;;;8.46;12.0;9.0;;;;2.0.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;USA_USLChampionship;Lexington;New Mexico;42.8;BASSA;23;2026-07-15;Ranking gap: 0.044 | Attacco casa: 1.62/gara | Difesa trasferta subisce: 1.08/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.40;0.88;16.15;;;10.77;9.0;6.0;;;;2.0.0;USA_USLChampionship;USA_USLChampionship;
2026-07-16;Bolivia_DivisionProfesional;Real Potosi;SA Bulo Bulo;42.64;BASSA;13;2026-07-15;Ranking gap: 0.007 | Attacco casa: 1.00/gara | Difesa trasferta subisce: 1.75/gara | Over25 casa ultime10: 0.38 | Over25 trasferta ultime10: 0.62;0.14;10.0;;;17.5;5.62;9.38;;;;2.0.0;Bolivia_DivisionProfesional;Bolivia_DivisionProfesional;
2026-07-16;USA_USLChampionship;Sporting Jax;Pittsburgh;41.87;BASSA;23;2026-07-15;Ranking gap: 0.133 | Attacco casa: 1.27/gara | Difesa trasferta subisce: 1.15/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.20;2.66;12.67;;;11.54;12.0;3.0;;;;2.0.0;USA_USLChampionship;USA_USLChampionship;
2026-07-16;Bhutan_PremierLeague;Thimphu FC;Paro;39.48;BASSA;10;2026-07-15;Ranking gap: 0.130 | Attacco casa: 1.12/gara | Difesa trasferta subisce: 0.88/gara | Over25 casa ultime10: 0.38 | Over25 trasferta ultime10: 0.75;2.6;11.25;;;8.75;5.62;11.25;;;;2.0.0;Bhutan_PremierLeague;Bhutan_PremierLeague;
2026-07-16;USA_USLChampionship;Miami FC;Indy Eleven;38.42;BASSA;23;2026-07-15;Ranking gap: 0.071 | Attacco casa: 1.20/gara | Difesa trasferta subisce: 1.00/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.50;1.42;12.0;;;10.0;7.5;7.5;;;;2.0.0;USA_USLChampionship;USA_USLChampionship;
2026-07-16;Kazakhstan_FirstLeague;FC Batyr;Shakhter K.;35.84;BASSA;23;2026-07-15;Ranking gap: 0.196 | Attacco casa: 1.31/gara | Difesa trasferta subisce: 0.38/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.50;3.92;13.08;;;3.85;7.5;7.5;;;;2.0.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
