LeagueId;MatchDate;Home;Away
Australia_NPLNSW;2026-07-16;Sydney FC U23;Manly Utd
Australia_NPLSouthAustralia;2026-07-16;Campbelltown City;Adelaide Comets
Australia_NPLSouthAustralia;2026-07-16;West Torrens;Para
Australia_NPLVictoria;2026-07-16;Bentleigh;Dandenong City
Australia_NPLVictoria;2026-07-16;Green Gully;Dandenong Thunder
Australia_NPLWesternAustralia;2026-07-16;Perth Azzurri;Western Knights
Australia_NSWLeagueOne;2026-07-16;Hurstville Zagreb;Dulwich Hill
Australia_NSWLeagueOne;2026-07-16;Prospect United;Macarthur Rams
Australia_VictoriaPremierLeague;2026-07-16;Melbourne Knights;Brunswick City
Australia_VictoriaPremierLeague;2026-07-16;Northcote City;Manningham United Blues
Australia_VictoriaPremierLeague2;2026-07-16;Box Hill;Altona City
Australia_VictoriaPremierLeague2;2026-07-16;Eastern Lions;Bayside Argonauts
Australia_VictoriaPremierLeague2;2026-07-16;Springvale;Nunawading City
Australia_VictoriaPremierLeague2;2026-07-16;Whittlesea United;Essendon Royals SC
Australia_NPL_NSW_U20;2026-07-16;Sydney FC U20;Manly Utd U20
Estonia_Meistriliiga;2026-07-16;Flora;Nomme Utd
Finland_Ykkosliiga;2026-07-16;KaPa;SJK Akatemia
Finland_Ykkosliiga;2026-07-16;Klubi 04;Haka
Finland_Kakkonen_GroupB;2026-07-16;GrIFK;Abo
Finland_Kakkonen_GroupC;2026-07-16;Vaajakoski;Huima / Urho
Iceland_Division_1;2026-07-16;Fylkir;Njardvik
Iceland_Division_2;2026-07-16;Haukar;Throttur Vogar
Iceland_Division_2;2026-07-16;KFG Gardabaer;Kari
Iceland_Division_2;2026-07-16;Hviti;Olafsvik
Kazakhstan_FirstLeague;2026-07-16;Kairat Almaty 2;Kaspij Aktau 2
Kazakhstan_FirstLeague;2026-07-16;Tobol 2;Akademiya Ontustik
Kazakhstan_FirstLeague;2026-07-16;FC Astana 2;Jaiyq
Norway_Eliteserien;2026-07-16;Bodo/Glimt;Fredrikstad
Somalia_NationalLeague;2026-07-16;Badbaado;Dekedaha
Somalia_NationalLeague;2026-07-16;Elman;Gaadiidka
Sweden_Allsvenskan;2026-07-16;Göteborg;Brommapojkarna
Sweden_Allsvenskan;2026-07-16;Mjallby;Västerås SK
USA_USLLeagueTwo_PlayOff;2026-07-16;Little Rock Rangers;GFI Woodlands
USA_USLLeagueTwo_PlayOff;2026-07-16;Dothan United;Brave SC
USA_USLLeagueTwo_PlayOff;2026-07-16;Peoria;Sueno
USA_USLLeagueTwo_PlayOff;2026-07-16;Laredo Heat;Texoma
USA_USLLeagueTwo_PlayOff;2026-07-16;Charlotte Independ. 2;Appalachian
USA_USLLeagueTwo_PlayOff;2026-07-16;Ocean City;Motown 2
USA_USLLeagueTwo_PlayOff;2026-07-16;Steel City;Northern Indiana
USA_USLLeagueTwo_PlayOff;2026-07-16;Colorado Storm;Snohomish United
Lebanon_PremierLeague;2026-07-16;Tadamon;Al Riyadi Abbasiyah
