Window;MatchDate;LeagueId;Home;Away;Outcome;StoredV20Score;RecomputedLast10Score;RecomputedLast10Band;ParityDelta;ParityOK;RankingGapScore;HomeAttackScore;AwayDefenseWeaknessScore;Last10Score;Last10Band;HomeLast10Rate;AwayLast10Rate;HomeLast10Sequence;AwayLast10Sequence;Last9Score;Last9Band;HomeLast9Rate;AwayLast9Rate;HomeLast9Sequence;AwayLast9Sequence;Last8Score;Last8Band;HomeLast8Rate;AwayLast8Rate;HomeLast8Sequence;AwayLast8Sequence;Last7Score;Last7Band;HomeLast7Rate;AwayLast7Rate;HomeLast7Sequence;AwayLast7Sequence;Last6Score;Last6Band;HomeLast6Rate;AwayLast6Rate;HomeLast6Sequence;AwayLast6Sequence;Last5Score;Last5Band;HomeLast5Rate;AwayLast5Rate;HomeLast5Sequence;AwayLast5Sequence
Last6;2026-07-08;Finland_Kakkonen_GroupC;Jaro 2;SJK Akatemia 2;OK;70.9;70.9;MEDIA-ALTA;0.0;True;4.9;22.0;20.0;70.9;MEDIA-ALTA;0.8;0.8;1100111111;0110111111;71.9;MEDIA-ALTA;0.777778;0.888889;100111111;110111111;71.28;MEDIA-ALTA;0.75;0.875;00111111;10111111;72.61;MEDIA-ALTA;0.857143;0.857143;0111111;0111111;76.9;ALTA;1.0;1.0;111111;111111;76.9;ALTA;1.0;1.0;11111;11111
Last6;2026-07-12;Estonia_Esiliiga;Nomme Utd U21;Flora U21;KO;73.5;73.5;MEDIA-ALTA;0.0;True;4.38;20.62;20.0;73.5;MEDIA-ALTA;0.9;1.0;1110111111;1111111111;73.33;MEDIA-ALTA;0.888889;1.0;110111111;111111111;73.12;MEDIA-ALTA;0.875;1.0;10111111;11111111;72.86;MEDIA-ALTA;0.857143;1.0;0111111;1111111;75.0;ALTA;1.0;1.0;111111;111111;75.0;ALTA;1.0;1.0;11111;11111
Last6;2026-07-12;Finland_Kakkonen_GroupC;Vaajakoski;Jaro 2;OK;72.84;72.84;MEDIA-ALTA;0.0;True;5.66;18.18;25.0;72.84;MEDIA-ALTA;0.8;0.8;1011110111;1001111111;72.17;MEDIA-ALTA;0.777778;0.777778;011110111;001111111;75.09;ALTA;0.875;0.875;11110111;01111111;76.7;ALTA;0.857143;1.0;1110111;1111111;76.34;ALTA;0.833333;1.0;110111;111111;75.84;ALTA;0.8;1.0;10111;11111
Last6;2026-07-16;Iceland_Division_2;Haukar;Throttur Vogar;OK;71.22;71.84;MEDIA-ALTA;0.62;False;4.34;25.0;20.0;71.84;MEDIA-ALTA;0.8;0.7;1011011111;0001111111;72.67;MEDIA-ALTA;0.777778;0.777778;011011111;001111111;75.59;ALTA;0.875;0.875;11011111;01111111;77.2;ALTA;0.857143;1.0;1011111;1111111;76.84;ALTA;0.833333;1.0;011111;111111;79.34;ALTA;1.0;1.0;11111;11111
Last6;2026-07-18;Iceland_Division_2;KFA;Selfoss;KO;74.03;74.55;MEDIA-ALTA;0.52;False;3.38;24.17;20.0;74.55;MEDIA-ALTA;0.8;1.0;0111111011;1111111111;75.88;ALTA;0.888889;1.0;111111011;111111111;75.67;ALTA;0.875;1.0;11111011;11111111;75.41;ALTA;0.857143;1.0;1111011;1111111;75.05;ALTA;0.833333;1.0;111011;111111;74.55;MEDIA-ALTA;0.8;1.0;11011;11111
Last6;2026-07-18;Australia_NPLQueensland;Eastern Suburbs;Magic United;OK;73.97;73.97;MEDIA-ALTA;0.0;True;6.1;17.37;25.0;73.97;MEDIA-ALTA;0.8;0.9;1101111110;0111111111;75.14;ALTA;0.777778;1.0;101111110;111111111;74.72;MEDIA-ALTA;0.75;1.0;01111110;11111111;76.33;ALTA;0.857143;1.0;1111110;1111111;75.97;ALTA;0.833333;1.0;111110;111111;75.47;ALTA;0.8;1.0;11110;11111
Last6;2026-07-18;Australia_WAStateLeague;Floreat Athena;Quinns;OK;72.72;72.72;MEDIA-ALTA;0.0;True;5.6;23.75;19.38;72.73;MEDIA-ALTA;0.8;0.8;1101111011;0110111111;73.73;MEDIA-ALTA;0.777778;0.888889;101111011;110111111;73.11;MEDIA-ALTA;0.75;0.875;01111011;10111111;74.44;MEDIA-ALTA;0.857143;0.857143;1111011;0111111;76.23;ALTA;0.833333;1.0;111011;111111;75.73;ALTA;0.8;1.0;11011;11111
Last6;2026-07-18;Australia_NPLNSW;Sutherland;Sydney Olympic;KO;67.73;67.73;MEDIA-ALTA;0.0;True;7.78;16.25;21.2;67.73;MEDIA-ALTA;0.8;0.7;1001111111;0001111111;68.56;MEDIA-ALTA;0.777778;0.777778;001111111;001111111;71.48;MEDIA-ALTA;0.875;0.875;01111111;01111111;75.23;ALTA;1.0;1.0;1111111;1111111;75.23;ALTA;1.0;1.0;111111;111111;75.23;ALTA;1.0;1.0;11111;11111
Last6;2026-07-18;Estonia_EsiliigaB;Levadia U19;Tartu Kalev;OK;71.81;71.81;MEDIA-ALTA;0.0;True;1.82;23.89;22.11;71.82;MEDIA-ALTA;0.7;0.9;1100111011;1110111111;71.15;MEDIA-ALTA;0.666667;0.888889;100111011;110111111;70.32;MEDIA-ALTA;0.625;0.875;00111011;10111111;71.39;MEDIA-ALTA;0.714286;0.857143;0111011;0111111;75.32;ALTA;0.833333;1.0;111011;111111;74.82;MEDIA-ALTA;0.8;1.0;11011;11111
Last6;2026-07-23;Australia_VictoriaPremierLeague2;Essendon Royals SC;Kingston City;OK;71.57;73.77;MEDIA-ALTA;2.2;False;7.18;24.09;21.5;73.77;MEDIA-ALTA;0.7;0.7;1101110110;1100111101;72.77;MEDIA-ALTA;0.666667;0.666667;101110110;100111101;71.52;MEDIA-ALTA;0.625;0.625;01110110;00111101;74.2;MEDIA-ALTA;0.714286;0.714286;1110110;0111101;75.27;ALTA;0.666667;0.833333;110110;111101;73.77;MEDIA-ALTA;0.6;0.8;10110;11101
Last6;2026-07-25;Norway_OBOSLigaen;Strömsgodset;Lyn;KO;73.23;73.23;MEDIA-ALTA;0.0;True;4.3;25.0;21.43;73.23;MEDIA-ALTA;0.8;0.7;1110011111;1010011111;72.4;MEDIA-ALTA;0.777778;0.666667;110011111;010011111;73.23;MEDIA-ALTA;0.75;0.75;10011111;10011111;72.16;MEDIA-ALTA;0.714286;0.714286;0011111;0011111;75.73;ALTA;0.833333;0.833333;011111;011111;80.73;ALTA;1.0;1.0;11111;11111
Last6;2026-07-28;Bhutan_PremierLeague;Thimphu City;Tensung;OK;70.22;70.22;MEDIA-ALTA;0.0;True;6.72;25.0;22.0;70.22;MEDIA-ALTA;0.6;0.5;1000111110;1000100111;68.72;MEDIA-ALTA;0.555556;0.444444;000111110;000100111;70.59;MEDIA-ALTA;0.625;0.5;00111110;00100111;73.01;MEDIA-ALTA;0.714286;0.571429;0111110;0100111;76.22;ALTA;0.833333;0.666667;111110;100111;74.72;MEDIA-ALTA;0.8;0.6;11110;00111
Last6;2026-08-03;Norway_3rdDivision_Group3;Brann 2;Stord;KO;72.52;72.52;MEDIA-ALTA;0.0;True;3.06;24.62;23.85;72.53;MEDIA-ALTA;0.8;0.6;0110111111;0011111001;74.86;MEDIA-ALTA;0.888889;0.666667;110111111;011111001;75.91;ALTA;0.875;0.75;10111111;11111001;75.1;ALTA;0.857143;0.714286;0111111;1111001;76.53;ALTA;1.0;0.666667;111111;111001;75.53;ALTA;1.0;0.6;11111;11001
Last6;2026-08-06;Finland_Kolmonen_Eastern_Group3;MiPK;LAUTP;OK;73.51;73.51;MEDIA-ALTA;0.0;True;2.2;25.0;22.31;73.51;MEDIA-ALTA;0.9;0.7;0111111111;1001111101;74.51;MEDIA-ALTA;1.0;0.666667;111111111;001111101;75.76;ALTA;1.0;0.75;11111111;01111101;77.37;ALTA;1.0;0.857143;1111111;1111101;77.01;ALTA;1.0;0.833333;111111;111101;76.51;ALTA;1.0;0.8;11111;11101
Last6;2026-08-07;Somalia_NationalLeague;Badbaado;Raadsan;OK;73.03;73.03;MEDIA-ALTA;0.0;True;3.06;19.47;25.0;73.03;MEDIA-ALTA;0.9;0.8;1011111111;1110111110;72.53;MEDIA-ALTA;0.888889;0.777778;011111111;110111110;73.78;MEDIA-ALTA;1.0;0.75;11111111;10111110;73.24;MEDIA-ALTA;1.0;0.714286;1111111;0111110;75.03;ALTA;1.0;0.833333;111111;111110;74.53;MEDIA-ALTA;1.0;0.8;11111;11110
Last6;2026-08-08;Sweden_Division2_SodraGotaland;Karlskrona;Torns;OK;73.91;73.91;MEDIA-ALTA;0.0;True;4.74;22.0;24.67;73.91;MEDIA-ALTA;0.7;0.8;0101011111;1101111110;74.74;MEDIA-ALTA;0.777778;0.777778;101011111;101111110;73.91;MEDIA-ALTA;0.75;0.75;01011111;01111110;77.12;ALTA;0.857143;0.857143;1011111;1111110;76.41;ALTA;0.833333;0.833333;011111;111110;78.41;ALTA;1.0;0.8;11111;11110
Last6;2026-08-08;Norway_3rdDivision_Group4;Mandalskameratene;Brodd;OK;72.13;71.79;MEDIA-ALTA;-0.34;False;0.58;25.0;20.71;71.79;MEDIA-ALTA;0.7;1.0;0100111111;1111111111;72.96;MEDIA-ALTA;0.777778;1.0;100111111;111111111;72.54;MEDIA-ALTA;0.75;1.0;00111111;11111111;74.15;MEDIA-ALTA;0.857143;1.0;0111111;1111111;76.29;ALTA;1.0;1.0;111111;111111;76.29;ALTA;1.0;1.0;11111;11111
Last5;2026-07-01;Sweden_Division2_NorraGotaland;Husqvarna;Lidkoping;KO;74.89;74.89;MEDIA-ALTA;0.0;True;6.22;25.0;22.67;74.89;MEDIA-ALTA;0.7;0.7;0100111111;1011001111;75.56;ALTA;0.777778;0.666667;100111111;011001111;76.39;ALTA;0.75;0.75;00111111;11001111;77.46;ALTA;0.857143;0.714286;0111111;1001111;78.89;ALTA;1.0;0.666667;111111;001111;80.89;ALTA;1.0;0.8;11111;01111
Last5;2026-07-02;Iceland_BestaDeildKarla;Vikingur Reykjavik;Akureyri;OK;74.37;74.37;MEDIA-ALTA;0.0;True;7.54;25.0;20.83;74.37;MEDIA-ALTA;0.8;0.6;1110111011;0100101111;75.04;ALTA;0.777778;0.666667;110111011;100101111;74.0;MEDIA-ALTA;0.75;0.625;10111011;00101111;74.8;MEDIA-ALTA;0.714286;0.714286;0111011;0101111;78.37;ALTA;0.833333;0.833333;111011;101111;77.37;ALTA;0.8;0.8;11011;01111
Last5;2026-07-03;Australia_SAStateLeague;Adelaide Olympic;Salisbury Utd.;KO;73.41;73.41;MEDIA-ALTA;0.0;True;6.28;19.38;23.75;73.41;MEDIA-ALTA;0.7;0.9;1001111101;1110111111;72.74;MEDIA-ALTA;0.666667;0.888889;001111101;110111111;73.78;MEDIA-ALTA;0.75;0.875;01111101;10111111;75.12;ALTA;0.857143;0.857143;1111101;0111111;76.91;ALTA;0.833333;1.0;111101;111111;76.41;ALTA;0.8;1.0;11101;11111
Last5;2026-07-04;Australia_NPLSouthAustralia;Adelaide City;Para;KO;73.47;74.53;MEDIA-ALTA;1.06;False;10.66;19.38;25.0;74.54;MEDIA-ALTA;0.5;0.8;0010111010;1100111111;75.04;ALTA;0.555556;0.777778;010111010;100111111;75.66;ALTA;0.625;0.75;10111010;00111111;76.47;ALTA;0.571429;0.857143;0111010;0111111;80.04;ALTA;0.666667;1.0;111010;111111;79.04;ALTA;0.6;1.0;11010;11111
Last5;2026-07-05;Australia_NPLQueenslandU23;Brisbane City U23;QLD State Team U17;KO;74.47;74.47;MEDIA-ALTA;0.0;True;1.22;21.25;25.0;74.47;MEDIA-ALTA;0.8;1.0;1010111111;1111111111;74.14;MEDIA-ALTA;0.777778;1.0;010111111;111111111;75.59;ALTA;0.875;1.0;10111111;11111111;75.33;ALTA;0.857143;1.0;0111111;1111111;77.47;ALTA;1.0;1.0;111111;111111;77.47;ALTA;1.0;1.0;11111;11111
Last5;2026-07-05;Australia_NorthernNSWStateLeague;Wallsend Red Devils;Singleton Strikers;OK;74.09;74.09;MEDIA-ALTA;0.0;True;6.42;25.0;21.67;74.09;MEDIA-ALTA;0.8;0.6;1011111110;1000110111;73.09;MEDIA-ALTA;0.777778;0.555556;011111110;000110111;75.59;ALTA;0.875;0.625;11111110;00110111;76.66;ALTA;0.857143;0.714286;1111110;0110111;78.09;ALTA;0.833333;0.833333;111110;110111;77.09;ALTA;0.8;0.8;11110;10111
Last5;2026-07-05;Finland_Kakkonen_GroupC;VPS 2;Huima / Urho;OK;72.7;73.2;MEDIA-ALTA;0.5;False;2.7;25.0;20.0;73.2;MEDIA-ALTA;0.9;0.8;0111111111;0110111111;76.03;ALTA;1.0;0.888889;111111111;110111111;75.83;ALTA;1.0;0.875;11111111;10111111;75.56;ALTA;1.0;0.857143;1111111;0111111;77.7;ALTA;1.0;1.0;111111;111111;77.7;ALTA;1.0;1.0;11111;11111
Last5;2026-07-08;Finland_Kakkonen_GroupC;Jaro 2;SJK Akatemia 2;OK;70.9;70.9;MEDIA-ALTA;0.0;True;4.9;22.0;20.0;70.9;MEDIA-ALTA;0.8;0.8;1100111111;0110111111;71.9;MEDIA-ALTA;0.777778;0.888889;100111111;110111111;71.28;MEDIA-ALTA;0.75;0.875;00111111;10111111;72.61;MEDIA-ALTA;0.857143;0.857143;0111111;0111111;76.9;ALTA;1.0;1.0;111111;111111;76.9;ALTA;1.0;1.0;11111;11111
Last5;2026-07-11;Australia_QueenslandPremierLeague;Broadbeach Utd.;Caboolture;KO;73.32;73.88;MEDIA-ALTA;0.56;False;7.56;25.0;18.82;73.88;MEDIA-ALTA;0.7;0.8;1111001110;0111011111;74.71;MEDIA-ALTA;0.666667;0.888889;111001110;111011111;73.88;MEDIA-ALTA;0.625;0.875;11001110;11011111;72.81;MEDIA-ALTA;0.571429;0.857143;1001110;1011111;71.38;MEDIA-ALTA;0.5;0.833333;001110;011111;75.38;ALTA;0.6;1.0;01110;11111
Last5;2026-07-12;Estonia_Esiliiga;Nomme Utd U21;Flora U21;KO;73.5;73.5;MEDIA-ALTA;0.0;True;4.38;20.62;20.0;73.5;MEDIA-ALTA;0.9;1.0;1110111111;1111111111;73.33;MEDIA-ALTA;0.888889;1.0;110111111;111111111;73.12;MEDIA-ALTA;0.875;1.0;10111111;11111111;72.86;MEDIA-ALTA;0.857143;1.0;0111111;1111111;75.0;ALTA;1.0;1.0;111111;111111;75.0;ALTA;1.0;1.0;11111;11111
Last5;2026-07-12;Finland_Kakkonen_GroupC;Vaajakoski;Jaro 2;OK;72.84;72.84;MEDIA-ALTA;0.0;True;5.66;18.18;25.0;72.84;MEDIA-ALTA;0.8;0.8;1011110111;1001111111;72.17;MEDIA-ALTA;0.777778;0.777778;011110111;001111111;75.09;ALTA;0.875;0.875;11110111;01111111;76.7;ALTA;0.857143;1.0;1110111;1111111;76.34;ALTA;0.833333;1.0;110111;111111;75.84;ALTA;0.8;1.0;10111;11111
Last5;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision;Atlanta United 2;Inter Miami II;OK;72.3;72.3;MEDIA-ALTA;0.0;True;5.66;25.0;23.64;72.3;MEDIA-ALTA;0.6;0.6;0011011110;1001111100;72.63;MEDIA-ALTA;0.666667;0.555556;011011110;001111100;74.92;MEDIA-ALTA;0.75;0.625;11011110;01111100;75.73;ALTA;0.714286;0.714286;1011110;1111100;74.3;MEDIA-ALTA;0.666667;0.666667;011110;111100;75.3;ALTA;0.8;0.6;11110;11100
Last5;2026-07-16;Iceland_Division_2;Haukar;Throttur Vogar;OK;71.22;71.84;MEDIA-ALTA;0.62;False;4.34;25.0;20.0;71.84;MEDIA-ALTA;0.8;0.7;1011011111;0001111111;72.67;MEDIA-ALTA;0.777778;0.777778;011011111;001111111;75.59;ALTA;0.875;0.875;11011111;01111111;77.2;ALTA;0.857143;1.0;1011111;1111111;76.84;ALTA;0.833333;1.0;011111;111111;79.34;ALTA;1.0;1.0;11111;11111
Last5;2026-07-18;Australia_NPLQueensland;Eastern Suburbs;Magic United;OK;73.97;73.97;MEDIA-ALTA;0.0;True;6.1;17.37;25.0;73.97;MEDIA-ALTA;0.8;0.9;1101111110;0111111111;75.14;ALTA;0.777778;1.0;101111110;111111111;74.72;MEDIA-ALTA;0.75;1.0;01111110;11111111;76.33;ALTA;0.857143;1.0;1111110;1111111;75.97;ALTA;0.833333;1.0;111110;111111;75.47;ALTA;0.8;1.0;11110;11111
Last5;2026-07-18;Australia_NPLQueenslandU23;Moreton City Excelsior U23;Peninsula U23;OK;73.89;73.89;MEDIA-ALTA;0.0;True;5.5;25.0;23.89;73.89;MEDIA-ALTA;0.8;0.5;1011111110;0101011100;74.39;MEDIA-ALTA;0.777778;0.555556;011111110;101011100;75.02;ALTA;0.875;0.5;11111110;01011100;75.82;ALTA;0.857143;0.571429;1111110;1011100;74.39;MEDIA-ALTA;0.833333;0.5;111110;011100;75.39;ALTA;0.8;0.6;11110;11100
Last5;2026-07-18;Australia_WAStateLeague;Floreat Athena;Quinns;OK;72.72;72.72;MEDIA-ALTA;0.0;True;5.6;23.75;19.38;72.73;MEDIA-ALTA;0.8;0.8;1101111011;0110111111;73.73;MEDIA-ALTA;0.777778;0.888889;101111011;110111111;73.11;MEDIA-ALTA;0.75;0.875;01111011;10111111;74.44;MEDIA-ALTA;0.857143;0.857143;1111011;0111111;76.23;ALTA;0.833333;1.0;111011;111111;75.73;ALTA;0.8;1.0;11011;11111
Last5;2026-07-18;Australia_NPLNSW;Sutherland;Sydney Olympic;KO;67.73;67.73;MEDIA-ALTA;0.0;True;7.78;16.25;21.2;67.73;MEDIA-ALTA;0.8;0.7;1001111111;0001111111;68.56;MEDIA-ALTA;0.777778;0.777778;001111111;001111111;71.48;MEDIA-ALTA;0.875;0.875;01111111;01111111;75.23;ALTA;1.0;1.0;1111111;1111111;75.23;ALTA;1.0;1.0;111111;111111;75.23;ALTA;1.0;1.0;11111;11111
Last5;2026-07-18;Estonia_EsiliigaB;Narva U21;Parnu JK Vaprus U21;OK;72.44;72.44;MEDIA-ALTA;0.0;True;0.44;24.44;20.56;72.44;MEDIA-ALTA;0.8;1.0;0111011111;1111111111;73.77;MEDIA-ALTA;0.888889;1.0;111011111;111111111;73.56;MEDIA-ALTA;0.875;1.0;11011111;11111111;73.3;MEDIA-ALTA;0.857143;1.0;1011111;1111111;72.94;MEDIA-ALTA;0.833333;1.0;011111;111111;75.44;ALTA;1.0;1.0;11111;11111
Last5;2026-07-23;Kazakhstan_FirstLeague;Shakhter K.;Arys;OK;72.52;72.52;MEDIA-ALTA;0.0;True;6.66;25.0;22.86;72.52;MEDIA-ALTA;0.4;0.8;0110010100;1011011111;72.85;MEDIA-ALTA;0.444444;0.777778;110010100;011011111;73.27;MEDIA-ALTA;0.375;0.875;10010100;11011111;71.66;MEDIA-ALTA;0.285714;0.857143;0010100;1011111;72.02;MEDIA-ALTA;0.333333;0.833333;010100;011111;75.52;ALTA;0.4;1.0;10100;11111
Last5;2026-07-25;Norway_OBOSLigaen;Strömsgodset;Lyn;KO;73.23;73.23;MEDIA-ALTA;0.0;True;4.3;25.0;21.43;73.23;MEDIA-ALTA;0.8;0.7;1110011111;1010011111;72.4;MEDIA-ALTA;0.777778;0.666667;110011111;010011111;73.23;MEDIA-ALTA;0.75;0.75;10011111;10011111;72.16;MEDIA-ALTA;0.714286;0.714286;0011111;0011111;75.73;ALTA;0.833333;0.833333;011111;011111;80.73;ALTA;1.0;1.0;11111;11111
Last5;2026-07-25;Australia_NorthernNSWStateLeague;Newcastle Croatia;Singleton Strikers;OK;71.48;71.48;MEDIA-ALTA;0.0;True;3.98;23.57;21.43;71.48;MEDIA-ALTA;0.9;0.6;1011111111;0011011110;72.31;MEDIA-ALTA;0.888889;0.666667;011111111;011011110;75.23;ALTA;1.0;0.75;11111111;11011110;74.69;MEDIA-ALTA;1.0;0.714286;1111111;1011110;73.98;MEDIA-ALTA;1.0;0.666667;111111;011110;75.98;ALTA;1.0;0.8;11111;11110
Last5;2026-08-01;Belarus_PershayaLiga;FC Slonim;Osipovichi;KO;72.08;72.08;MEDIA-ALTA;0.0;True;5.2;19.38;25.0;72.08;MEDIA-ALTA;0.7;0.8;0110011111;1011111101;72.91;MEDIA-ALTA;0.777778;0.777778;110011111;011111101;73.95;MEDIA-ALTA;0.75;0.875;10011111;11111101;73.15;MEDIA-ALTA;0.714286;0.857143;0011111;1111101;74.58;MEDIA-ALTA;0.833333;0.833333;011111;111101;76.58;ALTA;1.0;0.8;11111;11101
Last5;2026-08-01;Australia_NSWLeagueOne;Canterbury Bankstown;Dulwich Hill;OK;71.42;71.42;MEDIA-ALTA;0.0;True;5.42;23.2;18.8;71.42;MEDIA-ALTA;0.9;0.7;1101111111;1100011111;70.75;MEDIA-ALTA;0.888889;0.666667;101111111;100011111;69.92;MEDIA-ALTA;0.875;0.625;01111111;00011111;73.13;MEDIA-ALTA;1.0;0.714286;1111111;0011111;74.92;MEDIA-ALTA;1.0;0.833333;111111;011111;77.42;ALTA;1.0;1.0;11111;11111
Last5;2026-08-03;Norway_3rdDivision_Group4;Vindbjart;Odd 2;OK;73.79;73.79;MEDIA-ALTA;0.0;True;3.98;22.31;25.0;73.79;MEDIA-ALTA;0.7;0.8;1110011011;0111111110;74.62;MEDIA-ALTA;0.666667;0.888889;110011011;111111110;73.79;MEDIA-ALTA;0.625;0.875;10011011;11111110;72.72;MEDIA-ALTA;0.571429;0.857143;0011011;1111110;73.79;MEDIA-ALTA;0.666667;0.833333;011011;111110;75.29;ALTA;0.8;0.8;11011;11110
Last5;2026-08-03;Norway_3rdDivision_Group3;Brann 2;Stord;KO;72.52;72.52;MEDIA-ALTA;0.0;True;3.06;24.62;23.85;72.53;MEDIA-ALTA;0.8;0.6;0110111111;0011111001;74.86;MEDIA-ALTA;0.888889;0.666667;110111111;011111001;75.91;ALTA;0.875;0.75;10111111;11111001;75.1;ALTA;0.857143;0.714286;0111111;1111001;76.53;ALTA;1.0;0.666667;111111;111001;75.53;ALTA;1.0;0.6;11111;11001
Last5;2026-08-06;Finland_Kolmonen_Eastern_Group3;MiPK;LAUTP;OK;73.51;73.51;MEDIA-ALTA;0.0;True;2.2;25.0;22.31;73.51;MEDIA-ALTA;0.9;0.7;0111111111;1001111101;74.51;MEDIA-ALTA;1.0;0.666667;111111111;001111101;75.76;ALTA;1.0;0.75;11111111;01111101;77.37;ALTA;1.0;0.857143;1111111;1111101;77.01;ALTA;1.0;0.833333;111111;111101;76.51;ALTA;1.0;0.8;11111;11101
Last5;2026-08-08;Sweden_Division2_SodraGotaland;Karlskrona;Torns;OK;73.91;73.91;MEDIA-ALTA;0.0;True;4.74;22.0;24.67;73.91;MEDIA-ALTA;0.7;0.8;0101011111;1101111110;74.74;MEDIA-ALTA;0.777778;0.777778;101011111;101111110;73.91;MEDIA-ALTA;0.75;0.75;01011111;01111110;77.12;ALTA;0.857143;0.857143;1011111;1111110;76.41;ALTA;0.833333;0.833333;011111;111110;78.41;ALTA;1.0;0.8;11111;11110
Last5;2026-08-08;Norway_3rdDivision_Group4;Mandalskameratene;Brodd;OK;72.13;71.79;MEDIA-ALTA;-0.34;False;0.58;25.0;20.71;71.79;MEDIA-ALTA;0.7;1.0;0100111111;1111111111;72.96;MEDIA-ALTA;0.777778;1.0;100111111;111111111;72.54;MEDIA-ALTA;0.75;1.0;00111111;11111111;74.15;MEDIA-ALTA;0.857143;1.0;0111111;1111111;76.29;ALTA;1.0;1.0;111111;111111;76.29;ALTA;1.0;1.0;11111;11111
