Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
USA;USL League Two - Great Lakes Division;0;2026-06-28;Flint City;Oakland County;1;1;
USA;USL League Two - Great Lakes Division;0;2026-06-28;Lansing City;Ann Arbor;2;5;
USA;USL League Two - Great Lakes Division;0;2026-07-01;Kalamazoo FC;Oakland County;2;0;
USA;USL League Two - Great Lakes Division;0;2026-07-01;Midwest United;Flint City;1;4;
USA;USL League Two - Great Lakes Division;1;2026-05-14;Kalamazoo FC;Union FC Macomb;1;2;
USA;USL League Two - Great Lakes Division;1;2026-07-03;Rochester FC;Chicago Dutch Lions;0;4;
USA;USL League Two - Great Lakes Division;1;2026-07-09;Toledo Villa;Northern Indiana;1;2;
USA;USL League Two - Great Lakes Division;1;2026-07-12;Lorain County Leviathan;Steel City;0;1;
USA;USL League Two - Great Lakes Division;1;2026-07-13;RKC SC;River Light;5;1;
USA;USL League Two - Great Lakes Division;2;2026-05-17;Midwest United;Lansing City;0;1;
USA;USL League Two - Great Lakes Division;2;2026-05-17;Oakland County;Union FC Macomb;4;0;
USA;USL League Two - Great Lakes Division;2;2026-07-08;Rochester FC;Minneapolis City;0;4;
USA;USL League Two - Great Lakes Division;3;2026-05-20;Flint City;Lansing City;2;1;
USA;USL League Two - Great Lakes Division;3;2026-05-20;Midwest United;Ann Arbor;3;0;
USA;USL League Two - Great Lakes Division;3;2026-07-09;Rochester FC;St. Croix;1;3;
USA;USL League Two - Great Lakes Division;4;2026-05-22;Oakland County;Kalamazoo FC;2;1;
USA;USL League Two - Great Lakes Division;5;2026-05-24;Ann Arbor;Lansing City;2;1;
USA;USL League Two - Great Lakes Division;5;2026-05-24;Union FC Macomb;Flint City;2;3;
USA;USL League Two - Great Lakes Division;6;2026-05-28;Midwest United;Kalamazoo FC;0;1;
USA;USL League Two - Great Lakes Division;7;2026-05-29;Lansing City;Oakland County;0;1;
USA;USL League Two - Great Lakes Division;8;2026-05-30;Ann Arbor;Union FC Macomb;2;1;
USA;USL League Two - Great Lakes Division;9;2026-05-31;Flint City;Kalamazoo FC;7;0;
USA;USL League Two - Great Lakes Division;9;2026-05-31;Oakland County;Ann Arbor;4;1;
USA;USL League Two - Great Lakes Division;10;2026-06-03;Union FC Macomb;Midwest United;0;4;
USA;USL League Two - Great Lakes Division;11;2026-06-07;Flint City;Midwest United;2;1;
USA;USL League Two - Great Lakes Division;11;2026-06-07;Oakland County;Lansing City;6;0;
USA;USL League Two - Great Lakes Division;11;2026-06-07;Union FC Macomb;Kalamazoo FC;2;7;
USA;USL League Two - Great Lakes Division;12;2026-06-11;Flint City;Ann Arbor;4;1;
USA;USL League Two - Great Lakes Division;12;2026-06-11;Midwest United;Oakland County;1;3;
USA;USL League Two - Great Lakes Division;13;2026-06-12;Lansing City;Kalamazoo FC;0;7;
USA;USL League Two - Great Lakes Division;14;2026-06-13;Ann Arbor;Midwest United;0;2;
USA;USL League Two - Great Lakes Division;15;2026-06-14;Lansing City;Union FC Macomb;2;5;
USA;USL League Two - Great Lakes Division;15;2026-06-14;Oakland County;Flint City;1;2;
USA;USL League Two - Great Lakes Division;16;2026-06-19;Lansing City;Midwest United;1;5;
USA;USL League Two - Great Lakes Division;17;2026-06-20;Kalamazoo FC;Ann Arbor;4;2;
USA;USL League Two - Great Lakes Division;18;2026-06-21;Union FC Macomb;Oakland County;2;2;
USA;USL League Two - Great Lakes Division;19;2026-06-24;Union FC Macomb;Lansing City;2;3;
USA;USL League Two - Great Lakes Division;20;2026-06-25;Ann Arbor;Flint City;2;1;
USA;USL League Two - Great Lakes Division;20;2026-06-25;Kalamazoo FC;Midwest United;2;2;
USA;USL League Two - Great Lakes Division;21;2026-07-05;Ann Arbor;Oakland County;3;1;
USA;USL League Two - Great Lakes Division;21;2026-07-05;Kalamazoo FC;Flint City;0;2;
USA;USL League Two - Great Lakes Division;22;2026-07-09;Kalamazoo FC;Lansing City;3;0;
USA;USL League Two - Great Lakes Division;22;2026-07-11;Oakland County;Midwest United;2;5;
USA;USL League Two - Great Lakes Division;23;2026-07-06;Lansing City;Flint City;2;6;
USA;USL League Two - Great Lakes Division;23;2026-07-08;Union FC Macomb;Ann Arbor;2;2;
USA;USL League Two - Great Lakes Division;23;2026-07-10;Midwest United;Union FC Macomb;3;0;
