Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Finland;Kakkonen Group B;1;2026-06-26;Abo;Honka;0;1;
Finland;Kakkonen Group B;1;2026-06-27;EPS;GrIFK;1;3;
Finland;Kakkonen Group B;1;2026-06-27;HJS;NJS;3;0;
Finland;Kakkonen Group B;1;2026-06-27;MuSa;P-Iirot Rauma;2;2;
Finland;Kakkonen Group B;2;2026-06-12;EBK;MuSa;0;2;
Finland;Kakkonen Group B;2;2026-06-12;GrIFK;HJS;2;2;
Finland;Kakkonen Group B;2;2026-06-13;EPS;Abo;1;2;
Finland;Kakkonen Group B;2;2026-06-13;NJS;Ilves 2;1;7;
Finland;Kakkonen Group B;2;2026-06-13;P-Iirot Rauma;Honka;1;5;
Finland;Kakkonen Group B;3;2026-06-04;Abo;P-Iirot Rauma;2;0;
Finland;Kakkonen Group B;3;2026-06-05;MuSa;NJS;0;0;
Finland;Kakkonen Group B;3;2026-06-06;HJS;EPS;1;3;
Finland;Kakkonen Group B;3;2026-06-06;Honka;EBK;4;1;
Finland;Kakkonen Group B;4;2026-05-29;Abo;MuSa;4;2;
Finland;Kakkonen Group B;4;2026-05-29;EPS;EBK;2;2;
Finland;Kakkonen Group B;4;2026-05-29;GrIFK;P-Iirot Rauma;1;1;
Finland;Kakkonen Group B;4;2026-05-29;Ilves 2;HJS;0;0;
Finland;Kakkonen Group B;4;2026-05-29;NJS;Honka;0;2;
Finland;Kakkonen Group B;5;2026-05-22;Honka;EPS;2;1;
Finland;Kakkonen Group B;5;2026-05-23;HJS;Abo;1;1;
Finland;Kakkonen Group B;5;2026-05-23;MuSa;Ilves 2;3;4;
Finland;Kakkonen Group B;5;2026-05-23;P-Iirot Rauma;NJS;5;0;
Finland;Kakkonen Group B;5;2026-05-24;EBK;GrIFK;1;0;
Finland;Kakkonen Group B;6;2026-05-16;EPS;MuSa;6;1;
Finland;Kakkonen Group B;6;2026-05-16;GrIFK;Honka;1;5;
Finland;Kakkonen Group B;6;2026-05-17;EBK;HJS;2;3;
Finland;Kakkonen Group B;6;2026-05-17;Ilves 2;P-Iirot Rauma;3;2;
Finland;Kakkonen Group B;6;2026-05-18;Abo;NJS;4;1;
Finland;Kakkonen Group B;7;2026-05-08;Honka;Ilves 2;2;2;
Finland;Kakkonen Group B;7;2026-05-09;Abo;GrIFK;3;1;
Finland;Kakkonen Group B;7;2026-05-09;MuSa;HJS;0;2;
Finland;Kakkonen Group B;7;2026-05-09;NJS;EPS;1;2;
Finland;Kakkonen Group B;7;2026-05-09;P-Iirot Rauma;EBK;1;0;
Finland;Kakkonen Group B;8;2026-05-02;GrIFK;MuSa;1;1;
Finland;Kakkonen Group B;8;2026-05-02;HJS;Honka;0;2;
Finland;Kakkonen Group B;8;2026-05-02;P-Iirot Rauma;EPS;2;1;
Finland;Kakkonen Group B;8;2026-05-03;EBK;NJS;3;1;
Finland;Kakkonen Group B;8;2026-05-05;Ilves 2;Abo;1;2;
Finland;Kakkonen Group B;9;2026-04-24;Abo;EBK;3;0;
Finland;Kakkonen Group B;9;2026-04-24;MuSa;Honka;0;6;
Finland;Kakkonen Group B;9;2026-04-24;NJS;GrIFK;0;1;
Finland;Kakkonen Group B;9;2026-04-25;EPS;Ilves 2;1;1;
Finland;Kakkonen Group B;9;2026-04-25;HJS;P-Iirot Rauma;2;0;
Finland;Kakkonen Group B;10;2026-04-17;GrIFK;EPS;1;0;
Finland;Kakkonen Group B;10;2026-04-17;NJS;HJS;2;4;
Finland;Kakkonen Group B;10;2026-04-18;EBK;Ilves 2;2;2;
Finland;Kakkonen Group B;10;2026-04-18;Honka;Abo;1;1;
Finland;Kakkonen Group B;10;2026-04-18;P-Iirot Rauma;MuSa;4;0;
Finland;Kakkonen Group B;11;2026-07-02;EBK;Abo;1;6;
Finland;Kakkonen Group B;11;2026-07-03;GrIFK;NJS;2;0;
Finland;Kakkonen Group B;11;2026-07-05;Honka;MuSa;7;1;
Finland;Kakkonen Group B;11;2026-07-05;P-Iirot Rauma;HJS;3;0;
Finland;Kakkonen Group B;11;2026-07-06;Ilves 2;EPS;4;2;
Finland;Kakkonen Group B;12;2026-07-09;MuSa;GrIFK;3;1;
Finland;Kakkonen Group B;12;2026-07-11;EPS;P-Iirot Rauma;2;0;
Finland;Kakkonen Group B;12;2026-07-11;NJS;EBK;1;3;
Finland;Kakkonen Group B;12;2026-07-13;Honka;HJS;1;1;
Finland;Kakkonen Group B;13;2026-07-10;Abo;Ilves 2;1;1;
Finland;Kakkonen Group B;13;2026-07-14;Ilves 2;GrIFK;6;2;
Finland;Kakkonen Group B;13;2026-07-18;EBK;P-Iirot Rauma;1;1;
Finland;Kakkonen Group B;13;2026-07-18;EPS;NJS;2;1;
Finland;Kakkonen Group B;13;2026-07-18;HJS;MuSa;2;1;
Finland;Kakkonen Group B;14;2026-07-17;GrIFK;Abo;0;1;
Finland;Kakkonen Group B;14;2026-07-18;Ilves 2;Honka;2;2;
Finland;Kakkonen Group B;14;2026-07-24;HJS;EBK;5;3;
Finland;Kakkonen Group B;14;2026-07-25;MuSa;EPS;0;2;
Finland;Kakkonen Group B;15;2026-07-24;NJS;Abo;1;2;
Finland;Kakkonen Group B;15;2026-07-24;P-Iirot Rauma;Ilves 2;2;1;
Finland;Kakkonen Group B;15;2026-07-25;Honka;GrIFK;2;1;
Finland;Kakkonen Group B;16;2026-07-31;Abo;HJS;0;1;
Finland;Kakkonen Group B;16;2026-07-31;GrIFK;EBK;2;2;
Finland;Kakkonen Group B;16;2026-08-01;EPS;Honka;3;2;
Finland;Kakkonen Group B;16;2026-08-01;NJS;P-Iirot Rauma;0;1;
Finland;Kakkonen Group B;16;2026-08-04;Ilves 2;MuSa;7;0;
Finland;Kakkonen Group B;17;2026-08-08;EBK;EPS;1;5;
Finland;Kakkonen Group B;17;2026-08-08;HJS;Ilves 2;3;1;
