Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Sweden;Superettan;1;2026-04-04;Norrkoping;Värnamo;6;0;
Sweden;Superettan;1;2026-04-05;Norrby;Brage;0;1;
Sweden;Superettan;1;2026-04-06;Falkenberg;Ljungskile;1;1;
Sweden;Superettan;1;2026-04-06;Sundsvall;Nordic United;3;2;
Sweden;Superettan;1;2026-04-06;Varberg;Östersund;1;2;
Sweden;Superettan;1;2026-04-06;Örebro;Landskrona;1;0;
Sweden;Superettan;1;2026-04-07;Oddevold;Sandviken;2;2;
Sweden;Superettan;1;2026-06-26;IK Brage;Falkenbergs FF;2;4;
Sweden;Superettan;1;2026-07-11;Orgryte;Hacken;4;3;
Sweden;Superettan;2;2026-04-11;Ljungskile;Norrkoping;0;1;
Sweden;Superettan;2;2026-04-11;Nordic United;Helsingborg;3;1;
Sweden;Superettan;2;2026-04-11;Öster;Örebro;0;0;
Sweden;Superettan;2;2026-04-11;Östersund;Norrby;1;1;
Sweden;Superettan;2;2026-04-12;Brage;Oddevold;3;4;
Sweden;Superettan;2;2026-04-12;Landskrona;Falkenberg;1;2;
Sweden;Superettan;2;2026-04-12;Sandviken;Varberg;2;2;
Sweden;Superettan;2;2026-04-14;Värnamo;Sundsvall;3;0;
Sweden;Superettan;3;2026-04-18;Landskrona;Ljungskile;1;0;
Sweden;Superettan;3;2026-04-18;Sandviken;Värnamo;0;1;
Sweden;Superettan;3;2026-04-18;Varberg;Nordic United;4;1;
Sweden;Superettan;3;2026-04-19;Helsingborg;Östersund;2;1;
Sweden;Superettan;3;2026-04-19;Norrby;Falkenberg;2;2;
Sweden;Superettan;3;2026-04-20;Oddevold;Öster;1;2;
Sweden;Superettan;3;2026-04-20;Sundsvall;Brage;1;2;
Sweden;Superettan;3;2026-04-21;Örebro;Norrkoping;2;1;
Sweden;Superettan;4;2026-04-24;Ljungskile;Helsingborg;4;1;
Sweden;Superettan;4;2026-04-25;Falkenberg;Sundsvall;1;0;
Sweden;Superettan;4;2026-04-25;Nordic United;Sandviken;2;1;
Sweden;Superettan;4;2026-04-25;Örebro;Norrby;1;1;
Sweden;Superettan;4;2026-04-25;Öster;Östersund;1;0;
Sweden;Superettan;4;2026-04-26;Brage;Varberg;2;2;
Sweden;Superettan;4;2026-04-26;Värnamo;Oddevold;3;1;
Sweden;Superettan;4;2026-04-28;Norrkoping;Landskrona;1;3;
Sweden;Superettan;5;2026-05-02;Ljungskile;Nordic United;0;2;
Sweden;Superettan;5;2026-05-02;Sandviken;Norrby;2;2;
Sweden;Superettan;5;2026-05-02;Sundsvall;Oddevold;1;3;
Sweden;Superettan;5;2026-05-02;Varberg;Örebro;0;0;
Sweden;Superettan;5;2026-05-03;Helsingborg;Brage;2;0;
Sweden;Superettan;5;2026-05-03;Östersund;Värnamo;3;2;
Sweden;Superettan;5;2026-05-04;Landskrona;Öster;2;2;
Sweden;Superettan;5;2026-05-05;Falkenberg;Norrkoping;1;0;
Sweden;Superettan;6;2026-05-08;Varberg;Värnamo;3;2;
Sweden;Superettan;6;2026-05-08;Örebro;Brage;0;3;
Sweden;Superettan;6;2026-05-09;Nordic United;Öster;4;2;
Sweden;Superettan;6;2026-05-09;Norrby;Helsingborg;3;3;
Sweden;Superettan;6;2026-05-09;Oddevold;Landskrona;1;1;
Sweden;Superettan;6;2026-05-09;Sandviken;Ljungskile;1;0;
Sweden;Superettan;6;2026-05-09;Sundsvall;Norrkoping;1;3;
Sweden;Superettan;6;2026-05-09;Östersund;Falkenberg;2;2;
Sweden;Superettan;7;2026-05-12;Landskrona;Norrby;1;1;
Sweden;Superettan;7;2026-05-12;Värnamo;Örebro;0;1;
Sweden;Superettan;7;2026-05-13;Brage;Östersund;2;4;
Sweden;Superettan;7;2026-05-13;Falkenberg;Varberg;0;3;
Sweden;Superettan;7;2026-05-13;Helsingborg;Oddevold;2;2;
Sweden;Superettan;7;2026-05-13;Norrkoping;Nordic United;1;1;
Sweden;Superettan;7;2026-05-13;Öster;Sandviken;1;0;
Sweden;Superettan;7;2026-05-14;Ljungskile;Sundsvall;1;0;
Sweden;Superettan;8;2026-05-16;Brage;Norrkoping;0;0;
Sweden;Superettan;8;2026-05-17;Nordic United;Falkenberg;1;4;
Sweden;Superettan;8;2026-05-17;Värnamo;Norrby;2;2;
Sweden;Superettan;8;2026-05-17;Öster;Ljungskile;1;4;
Sweden;Superettan;8;2026-05-17;Östersund;Sandviken;2;1;
Sweden;Superettan;8;2026-05-18;Oddevold;Örebro;4;1;
Sweden;Superettan;8;2026-05-18;Sundsvall;Landskrona;2;1;
Sweden;Superettan;8;2026-05-19;Helsingborg;Varberg;1;3;
Sweden;Superettan;9;2026-05-23;Falkenberg;Värnamo;3;1;
Sweden;Superettan;9;2026-05-23;Nordic United;Brage;1;0;
Sweden;Superettan;9;2026-05-23;Norrby;Ljungskile;2;1;
Sweden;Superettan;9;2026-05-23;Oddevold;Östersund;1;0;
Sweden;Superettan;9;2026-05-24;Sandviken;Landskrona;0;1;
Sweden;Superettan;9;2026-05-24;Varberg;Sundsvall;1;0;
Sweden;Superettan;9;2026-05-25;Norrkoping;Öster;2;0;
Sweden;Superettan;9;2026-05-26;Örebro;Helsingborg;1;2;
Sweden;Superettan;10;2026-05-30;Falkenberg;Oddevold;2;1;
Sweden;Superettan;10;2026-05-30;Landskrona;Brage;2;2;
Sweden;Superettan;10;2026-05-30;Ljungskile;Varberg;1;3;
Sweden;Superettan;10;2026-05-30;Sundsvall;Sandviken;0;3;
Sweden;Superettan;10;2026-05-30;Öster;Norrby;2;1;
Sweden;Superettan;10;2026-05-31;Helsingborg;Norrkoping;0;2;
Sweden;Superettan;10;2026-05-31;Värnamo;Nordic United;0;2;
Sweden;Superettan;10;2026-05-31;Östersund;Örebro;3;2;
Sweden;Superettan;11;2026-06-09;Brage;Ljungskile;2;2;
Sweden;Superettan;11;2026-06-09;Nordic United;Östersund;1;1;
Sweden;Superettan;11;2026-06-09;Oddevold;Norrkoping;1;2;
Sweden;Superettan;11;2026-06-09;Sandviken;Falkenberg;4;2;
Sweden;Superettan;11;2026-06-09;Öster;Värnamo;3;0;
Sweden;Superettan;11;2026-06-10;Varberg;Norrby;2;0;
Sweden;Superettan;11;2026-06-10;Örebro;Sundsvall;0;1;
Sweden;Superettan;11;2026-06-11;Helsingborg;Landskrona;0;3;
Sweden;Superettan;12;2026-06-14;Falkenberg;Örebro;1;1;
Sweden;Superettan;12;2026-06-14;Ljungskile;Östersund;1;1;
Sweden;Superettan;12;2026-06-14;Norrby;Oddevold;0;2;
Sweden;Superettan;12;2026-06-14;Sandviken;Brage;3;2;
Sweden;Superettan;12;2026-06-15;Norrkoping;Varberg;2;0;
Sweden;Superettan;12;2026-06-15;Sundsvall;Öster;0;4;
Sweden;Superettan;12;2026-06-16;Landskrona;Nordic United;2;0;
Sweden;Superettan;12;2026-06-16;Värnamo;Helsingborg;0;1;
Sweden;Superettan;13;2026-06-21;Brage;Värnamo;5;1;
Sweden;Superettan;13;2026-06-21;Helsingborg;Sundsvall;5;2;
Sweden;Superettan;13;2026-06-21;Norrby;Nordic United;0;0;
Sweden;Superettan;13;2026-06-21;Öster;Falkenberg;1;3;
Sweden;Superettan;13;2026-06-21;Östersund;Norrkoping;0;2;
Sweden;Superettan;13;2026-06-22;Oddevold;Ljungskile;0;0;
Sweden;Superettan;13;2026-06-22;Varberg;Landskrona;2;3;
